,features,fold,n_splits,grid,mae,mse,rmse
662,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",4,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 950}",19936.878551720798,823168843.8969032,28690.919188776494
663,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",3,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 550}",20153.53582059045,845301706.2787988,29074.072750111893
664,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",2,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 950}",20225.098427019835,834448366.0246364,28886.81993616875
665,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",1,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 6, 'n_estimators': 500}",20876.403431428258,884000825.8722888,29732.15138317927
666,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",4,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 2, 'n_estimators': 250}",20982.191620756035,898033147.1401727,29967.201189636857
667,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",3,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 400}",20850.8908986317,894588354.8240372,29909.66992168314
668,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",0,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 6, 'n_estimators': 300}",21116.125642033057,895232446.1321365,29920.43525973739
669,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",4,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 6, 'n_estimators': 50}",20705.507871166104,875443608.4867808,29587.896317358907
670,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",0,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 950}",20036.042576536176,818279264.1962383,28605.580997355013
671,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",1,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 500}",20297.873377776745,845539479.0736816,29078.16154906774
672,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",1,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 500}",20882.62009152018,885890233.84756,29763.908242157315
673,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",1,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 550}",20248.943678473246,840452587.5243055,28990.560317529314
674,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",0,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 200}",20692.10660655406,863448330.2378402,29384.491321747264
675,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",3,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 6, 'n_estimators': 350}",20891.024491696182,896943991.8764745,29949.023220740848
676,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",4,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 6, 'n_estimators': 400}",21030.084521556633,900242697.7229793,30004.044689391118
677,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",3,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 600}",20859.734777556776,894499452.6979579,29908.183707773995
678,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",4,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 550}",20567.266739451064,865516872.0607488,29419.668116087727
679,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",1,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 700}",20912.923345736755,889085311.3517605,29817.53362288304
680,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",3,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 650}",20838.326499211067,893580007.350041,29892.80862264436
681,"['Unnamed: 0', 'title', 'permalink', 'city', 'state', 'latitude', 'longitude', 'neighborhood', 'seller_id', 'seller_city', 'seller_state', 'real_estate_agency', 'seller_cancelations', 'seller_claims', 'seller_handling_time', 'seller_sales', 'currency_id', 'item_condition', 'has_air_conditioning', 'bedrooms', 'covered_area', 'full_bathrooms', 'rooms', 'total_area', 'operation', 'property_type', 'food_and_drinks_stores', 'spa', 'transport_facilities', 'parking', 'school_universities', 'airports', 'hospitals', 'retail_stores', 'laundry', 'gym', 'pet_services', 'car_services', 'culture_and_entertainment', 'house_services', 'public_forces', 'banks_atms', 'green_spaces', 'funerary_services', 'dist_to_popular_neighborhood', 'Cocheras', 'Cantidad de pisos', 'Disposición', 'Antigüedad', 'img_count', 'description', 'real_neighborhood', 'Antigüedad_discretizada', 'has_pool', 'has_terrace', 'has_jacuzzi', 'has_washer', 'has_gym', 'has_cochera', 'has_amenities', 'has_elevator', 'has_parquet_floor', 'has_security', 'has_service_dependency', 'is_luminous', 'is_recycled', 'needs_recycling', 'has_underfloor_heating', 'was_revaluated', 'allows_pets', 'tipo_inmueble', 'comuna_caba', 'avg_crime', 'close_places', 'expensas_discretizadas']",1,5,"{'criterion': 'squared_error', 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 2, 'n_estimators': 550}",21364.510280889997,922124287.629462,30366.499429955078
